report_id,facility_id,jurisdiction_facility_id,facility_name,registered_business_name,primary_anzsic_class_code,primary_anzsic_class_name,substance_id,substance_name,air_total_emission_kg,suburb,postcode,latitude,longitude,id
491264,524810,00004069,Dandenong,ACE WASTE PTY LTD,2921,Waste Treatment and Disposal Services,77,Sulfur dioxide,232.866,Dandenong,3175,-38.022162,145.192089,12
491264,524810,00004069,Dandenong,ACE WASTE PTY LTD,2921,Waste Treatment and Disposal Services,85,Total Volatile Organic Compounds,123.51,Dandenong,3175,-38.022162,145.192089,13
494838,526496,00004231,OI Melbourne Plant,ACI OPERATIONS PTY LTD,2010,Glass and Glass Product Manufacturing,20,Carbon monoxide,4491.24,Spotswood,3015,-37.831506,144.891109,14
494838,526496,00004231,OI Melbourne Plant,ACI OPERATIONS PTY LTD,2010,Glass and Glass Product Manufacturing,69,Oxides of Nitrogen,625691.54,Spotswood,3015,-37.831506,144.891109,15
494838,526496,00004231,OI Melbourne Plant,ACI OPERATIONS PTY LTD,2010,Glass and Glass Product Manufacturing,92,Particulate Matter  (PM2.5),7464.44,Spotswood,3015,-37.831506,144.891109,16
494838,526496,00004231,OI Melbourne Plant,ACI OPERATIONS PTY LTD,2010,Glass and Glass Product Manufacturing,70,Particulate Matter  (PM10),23716.91,Spotswood,3015,-37.831506,144.891109,17
494838,526496,00004231,OI Melbourne Plant,ACI OPERATIONS PTY LTD,2010,Glass and Glass Product Manufacturing,77,Sulfur dioxide,167265.41,Spotswood,3015,-37.831506,144.891109,18
494838,526496,00004231,OI Melbourne Plant,ACI OPERATIONS PTY LTD,2010,Glass and Glass Product Manufacturing,85,Total Volatile Organic Compounds,924122.12,Spotswood,3015,-37.831506,144.891109,19
490512,534628,00019860,AGL Werribee Biogas Facility,AGL ENERGY SALES & MARKETING LIMITED,2619,Other Electricity Generation,20,Carbon monoxide,353718.6,Werribee,3030,-37.915089,144.641895,20
490512,534628,00019860,AGL Werribee Biogas Facility,AGL ENERGY SALES & MARKETING LIMITED,2619,Other Electricity Generation,69,Oxides of Nitrogen,163511.4,Werribee,3030,-37.915089,144.641895,21
490512,534628,00019860,AGL Werribee Biogas Facility,AGL ENERGY SALES & MARKETING LIMITED,2619,Other Electricity Generation,77,Sulfur dioxide,68074.14,Werribee,3030,-37.915089,144.641895,22
490518,595342,00030554,AGL Qenos Cogeneration,AGL ENERGY SERVICES PTY LIMITED,2611,Fossil Fuel Electricity Generation,20,Carbon monoxide,5671.704,Altona ,3018,-37.848833,144.811306,23
490518,595342,00030554,AGL Qenos Cogeneration,AGL ENERGY SERVICES PTY LIMITED,2611,Fossil Fuel Electricity Generation,69,Oxides of Nitrogen,73341,Altona ,3018,-37.848833,144.811306,24
490518,595342,00030554,AGL Qenos Cogeneration,AGL ENERGY SERVICES PTY LIMITED,2611,Fossil Fuel Electricity Generation,92,Particulate Matter  (PM2.5),6491.192,Altona ,3018,-37.848833,144.811306,25
490518,595342,00030554,AGL Qenos Cogeneration,AGL ENERGY SERVICES PTY LIMITED,2611,Fossil Fuel Electricity Generation,70,Particulate Matter  (PM10),6683.324,Altona ,3018,-37.848833,144.811306,26
490518,595342,00030554,AGL Qenos Cogeneration,AGL ENERGY SERVICES PTY LIMITED,2611,Fossil Fuel Electricity Generation,77,Sulfur dioxide,390.6812,Altona ,3018,-37.848833,144.811306,27
490518,595342,00030554,AGL Qenos Cogeneration,AGL ENERGY SERVICES PTY LIMITED,2611,Fossil Fuel Electricity Generation,85,Total Volatile Organic Compounds,2718.881,Altona ,3018,-37.848833,144.811306,28
490520,526972,00004339,AGL Loy Yang,AGL LOY YANG PTY LTD,2611,Fossil Fuel Electricity Generation,20,Carbon monoxide,3156822.95,Traralgon,3844,-38.251662,146.589831,29
490520,526972,00004339,AGL Loy Yang,AGL LOY YANG PTY LTD,2611,Fossil Fuel Electricity Generation,69,Oxides of Nitrogen,21347118.19,Traralgon,3844,-38.251662,146.589831,30
490520,526972,00004339,AGL Loy Yang,AGL LOY YANG PTY LTD,2611,Fossil Fuel Electricity Generation,92,Particulate Matter  (PM2.5),511510.585,Traralgon,3844,-38.251662,146.589831,31
490520,526972,00004339,AGL Loy Yang,AGL LOY YANG PTY LTD,2611,Fossil Fuel Electricity Generation,70,Particulate Matter  (PM10),4097618,Traralgon,3844,-38.251662,146.589831,32
490520,526972,00004339,AGL Loy Yang,AGL LOY YANG PTY LTD,2611,Fossil Fuel Electricity Generation,77,Sulfur dioxide,51741378.92,Traralgon,3844,-38.251662,146.589831,33
490520,526972,00004339,AGL Loy Yang,AGL LOY YANG PTY LTD,2611,Fossil Fuel Electricity Generation,85,Total Volatile Organic Compounds,381707.029,Traralgon,3844,-38.251662,146.589831,34
489958,535358,00021386,AGL Somerton Power Station,AGL POWER GENERATION PTY LIMITED,2611,Fossil Fuel Electricity Generation,20,Carbon monoxide,8889.744,Somerton,3062,-37.629781,144.950082,35
489958,535358,00021386,AGL Somerton Power Station,AGL POWER GENERATION PTY LIMITED,2611,Fossil Fuel Electricity Generation,69,Oxides of Nitrogen,27725,Somerton,3062,-37.629781,144.950082,36
489958,535358,00021386,AGL Somerton Power Station,AGL POWER GENERATION PTY LIMITED,2611,Fossil Fuel Electricity Generation,92,Particulate Matter  (PM2.5),1150.214,Somerton,3062,-37.629781,144.950082,37
489958,535358,00021386,AGL Somerton Power Station,AGL POWER GENERATION PTY LIMITED,2611,Fossil Fuel Electricity Generation,70,Particulate Matter  (PM10),1192.815,Somerton,3062,-37.629781,144.950082,38
489958,535358,00021386,AGL Somerton Power Station,AGL POWER GENERATION PTY LIMITED,2611,Fossil Fuel Electricity Generation,77,Sulfur dioxide,88.2003,Somerton,3062,-37.629781,144.950082,39
489958,535358,00021386,AGL Somerton Power Station,AGL POWER GENERATION PTY LIMITED,2611,Fossil Fuel Electricity Generation,85,Total Volatile Organic Compounds,387.6648,Somerton,3062,-37.629781,144.950082,40
489922,524948,00004082,AIRSTEP AUSTRALIA PTY LTD,AIRSTEP AUSTRALIA PTY LTD,1920,Natural Rubber Product Manufacturing,20,Carbon monoxide,797,Dandenong,3175,-38.00193,145.224475,41
489922,524948,00004082,AIRSTEP AUSTRALIA PTY LTD,AIRSTEP AUSTRALIA PTY LTD,1920,Natural Rubber Product Manufacturing,69,Oxides of Nitrogen,483,Dandenong,3175,-38.00193,145.224475,42
489922,524948,00004082,AIRSTEP AUSTRALIA PTY LTD,AIRSTEP AUSTRALIA PTY LTD,1920,Natural Rubber Product Manufacturing,92,Particulate Matter  (PM2.5),32,Dandenong,3175,-38.00193,145.224475,43
489922,524948,00004082,AIRSTEP AUSTRALIA PTY LTD,AIRSTEP AUSTRALIA PTY LTD,1920,Natural Rubber Product Manufacturing,70,Particulate Matter  (PM10),180,Dandenong,3175,-38.00193,145.224475,44
489922,524948,00004082,AIRSTEP AUSTRALIA PTY LTD,AIRSTEP AUSTRALIA PTY LTD,1920,Natural Rubber Product Manufacturing,77,Sulfur dioxide,5,Dandenong,3175,-38.00193,145.224475,45
489922,524948,00004082,AIRSTEP AUSTRALIA PTY LTD,AIRSTEP AUSTRALIA PTY LTD,1920,Natural Rubber Product Manufacturing,85,Total Volatile Organic Compounds,2501,Dandenong,3175,-38.00193,145.224475,46
494188,525326,00004121,Akzo Nobel Pty Limited,AKZO NOBEL PTY LIMITED,1916,Paint and Coatings Manufacturing,20,Carbon monoxide,1074.078,Sunshine,3020,-37.770685,144.828274,47
494188,525326,00004121,Akzo Nobel Pty Limited,AKZO NOBEL PTY LIMITED,1916,Paint and Coatings Manufacturing,69,Oxides of Nitrogen,913.091,Sunshine,3020,-37.770685,144.828274,48
494188,525326,00004121,Akzo Nobel Pty Limited,AKZO NOBEL PTY LIMITED,1916,Paint and Coatings Manufacturing,92,Particulate Matter  (PM2.5),312.174,Sunshine,3020,-37.770685,144.828274,49
494188,525326,00004121,Akzo Nobel Pty Limited,AKZO NOBEL PTY LIMITED,1916,Paint and Coatings Manufacturing,70,Particulate Matter  (PM10),312.174,Sunshine,3020,-37.770685,144.828274,50
494188,525326,00004121,Akzo Nobel Pty Limited,AKZO NOBEL PTY LIMITED,1916,Paint and Coatings Manufacturing,77,Sulfur dioxide,10.163,Sunshine,3020,-37.770685,144.828274,51
494188,525326,00004121,Akzo Nobel Pty Limited,AKZO NOBEL PTY LIMITED,1916,Paint and Coatings Manufacturing,85,Total Volatile Organic Compounds,33175.941,Sunshine,3020,-37.770685,144.828274,52
494898,529356,00004728,Alcoa Point Henry Smelter,ALCOA OF AUSTRALIA LIMITED,2132,Aluminium Smelting,20,Carbon monoxide,21312,Point Henry,3221,-38.134904,144.424923,53
494898,529356,00004728,Alcoa Point Henry Smelter,ALCOA OF AUSTRALIA LIMITED,2132,Aluminium Smelting,69,Oxides of Nitrogen,1746,Point Henry,3221,-38.134904,144.424923,54
494898,529356,00004728,Alcoa Point Henry Smelter,ALCOA OF AUSTRALIA LIMITED,2132,Aluminium Smelting,92,Particulate Matter  (PM2.5),92,Point Henry,3221,-38.134904,144.424923,55
494898,529356,00004728,Alcoa Point Henry Smelter,ALCOA OF AUSTRALIA LIMITED,2132,Aluminium Smelting,70,Particulate Matter  (PM10),1806,Point Henry,3221,-38.134904,144.424923,56
494898,529356,00004728,Alcoa Point Henry Smelter,ALCOA OF AUSTRALIA LIMITED,2132,Aluminium Smelting,85,Total Volatile Organic Compounds,62.2,Point Henry,3221,-38.134904,144.424923,57
494576,529376,00004729,Alcoa Portland Aluminium,ALCOA PORTLAND ALUMINIUM PTY LTD,2132,Aluminium Smelting,20,Carbon monoxide,30565101,Portland,3305,-38.376902,141.631055,58
494576,529376,00004729,Alcoa Portland Aluminium,ALCOA PORTLAND ALUMINIUM PTY LTD,2132,Aluminium Smelting,69,Oxides of Nitrogen,190789,Portland,3305,-38.376902,141.631055,59
494576,529376,00004729,Alcoa Portland Aluminium,ALCOA PORTLAND ALUMINIUM PTY LTD,2132,Aluminium Smelting,92,Particulate Matter  (PM2.5),3782,Portland,3305,-38.376902,141.631055,60
494576,529376,00004729,Alcoa Portland Aluminium,ALCOA PORTLAND ALUMINIUM PTY LTD,2132,Aluminium Smelting,70,Particulate Matter  (PM10),56665,Portland,3305,-38.376902,141.631055,61
494576,529376,00004729,Alcoa Portland Aluminium,ALCOA PORTLAND ALUMINIUM PTY LTD,2132,Aluminium Smelting,77,Sulfur dioxide,4603441,Portland,3305,-38.376902,141.631055,62
494576,529376,00004729,Alcoa Portland Aluminium,ALCOA PORTLAND ALUMINIUM PTY LTD,2132,Aluminium Smelting,85,Total Volatile Organic Compounds,2793,Portland,3305,-38.376902,141.631055,63
491036,596420,00030562,Dandenong South,ALEX FRASER ASPHALT PTY LTD,1709,Other Petroleum and Coal Product Manufacturing,20,Carbon monoxide,8853.818502,Dandenong South,3175,-38.0226,145.19592,64
491036,596420,00030562,Dandenong South,ALEX FRASER ASPHALT PTY LTD,1709,Other Petroleum and Coal Product Manufacturing,69,Oxides of Nitrogen,6871.732053,Dandenong South,3175,-38.0226,145.19592,65
491036,596420,00030562,Dandenong South,ALEX FRASER ASPHALT PTY LTD,1709,Other Petroleum and Coal Product Manufacturing,92,Particulate Matter  (PM2.5),264.8202437,Dandenong South,3175,-38.0226,145.19592,66
491036,596420,00030562,Dandenong South,ALEX FRASER ASPHALT PTY LTD,1709,Other Petroleum and Coal Product Manufacturing,70,Particulate Matter  (PM10),12298.78003,Dandenong South,3175,-38.0226,145.19592,67
491036,596420,00030562,Dandenong South,ALEX FRASER ASPHALT PTY LTD,1709,Other Petroleum and Coal Product Manufacturing,77,Sulfur dioxide,412.278979,Dandenong South,3175,-38.0226,145.19592,68
491036,596420,00030562,Dandenong South,ALEX FRASER ASPHALT PTY LTD,1709,Other Petroleum and Coal Product Manufacturing,85,Total Volatile Organic Compounds,5176.628648,Dandenong South,3175,-38.0226,145.19592,69
491038,534800,00019883,Laverton North,ALEX FRASER ASPHALT PTY LTD,1709,Other Petroleum and Coal Product Manufacturing,20,Carbon monoxide,9214.57424,Laverton North,3026,-37.826072,144.791287,70
491038,534800,00019883,Laverton North,ALEX FRASER ASPHALT PTY LTD,1709,Other Petroleum and Coal Product Manufacturing,69,Oxides of Nitrogen,7534.36297,Laverton North,3026,-37.826072,144.791287,71
491038,534800,00019883,Laverton North,ALEX FRASER ASPHALT PTY LTD,1709,Other Petroleum and Coal Product Manufacturing,92,Particulate Matter  (PM2.5),321.3674158,Laverton North,3026,-37.826072,144.791287,72
491038,534800,00019883,Laverton North,ALEX FRASER ASPHALT PTY LTD,1709,Other Petroleum and Coal Product Manufacturing,70,Particulate Matter  (PM10),10020.87091,Laverton North,3026,-37.826072,144.791287,73
491038,534800,00019883,Laverton North,ALEX FRASER ASPHALT PTY LTD,1709,Other Petroleum and Coal Product Manufacturing,77,Sulfur dioxide,408.529624,Laverton North,3026,-37.826072,144.791287,74
491038,534800,00019883,Laverton North,ALEX FRASER ASPHALT PTY LTD,1709,Other Petroleum and Coal Product Manufacturing,85,Total Volatile Organic Compounds,5105.544925,Laverton North,3026,-37.826072,144.791287,75
491564,597036,00030564,Alfred Hospital,ALFRED HEALTH,8401,Hospitals (Except Psychiatric Hospitals),20,Carbon monoxide,863.14,Prahran,3181,-37.845331,144.982316,76
491564,597036,00030564,Alfred Hospital,ALFRED HEALTH,8401,Hospitals (Except Psychiatric Hospitals),69,Oxides of Nitrogen,1164.5,Prahran,3181,-37.845331,144.982316,77
491564,597036,00030564,Alfred Hospital,ALFRED HEALTH,8401,Hospitals (Except Psychiatric Hospitals),92,Particulate Matter  (PM2.5),77.295,Prahran,3181,-37.845331,144.982316,78
491564,597036,00030564,Alfred Hospital,ALFRED HEALTH,8401,Hospitals (Except Psychiatric Hospitals),70,Particulate Matter  (PM10),77.295,Prahran,3181,-37.845331,144.982316,79
491564,597036,00030564,Alfred Hospital,ALFRED HEALTH,8401,Hospitals (Except Psychiatric Hospitals),77,Sulfur dioxide,10.603275,Prahran,3181,-37.845331,144.982316,80
491564,597036,00030564,Alfred Hospital,ALFRED HEALTH,8401,Hospitals (Except Psychiatric Hospitals),85,Total Volatile Organic Compounds,57.919,Prahran,3181,-37.845331,144.982316,81
491634,588832,00030536,Caulfield Hospital,ALFRED HEALTH,8401,Hospitals (Except Psychiatric Hospitals),20,Carbon monoxide,1341.36,Caulfield,3162,-37.882289,145.01571,82
491634,588832,00030536,Caulfield Hospital,ALFRED HEALTH,8401,Hospitals (Except Psychiatric Hospitals),69,Oxides of Nitrogen,1715.8,Caulfield,3162,-37.882289,145.01571,83
491634,588832,00030536,Caulfield Hospital,ALFRED HEALTH,8401,Hospitals (Except Psychiatric Hospitals),92,Particulate Matter  (PM2.5),119.158,Caulfield,3162,-37.882289,145.01571,84
491634,588832,00030536,Caulfield Hospital,ALFRED HEALTH,8401,Hospitals (Except Psychiatric Hospitals),70,Particulate Matter  (PM10),119.158,Caulfield,3162,-37.882289,145.01571,85
491634,588832,00030536,Caulfield Hospital,ALFRED HEALTH,8401,Hospitals (Except Psychiatric Hospitals),77,Sulfur dioxide,16.958899,Caulfield,3162,-37.882289,145.01571,86
491634,588832,00030536,Caulfield Hospital,ALFRED HEALTH,8401,Hospitals (Except Psychiatric Hospitals),85,Total Volatile Organic Compounds,89.015,Caulfield,3162,-37.882289,145.01571,87
489896,531306,00006820,Ararat Abattoir,ALINDARE PTY. LTD.,1111,Meat Processing,92,Particulate Matter  (PM2.5),107.6399807,Ararat,3377,-37.281461,142.918982,88
489896,531306,00006820,Ararat Abattoir,ALINDARE PTY. LTD.,1111,Meat Processing,70,Particulate Matter  (PM10),108.3193979,Ararat,3377,-37.281461,142.918982,89
489896,531306,00006820,Ararat Abattoir,ALINDARE PTY. LTD.,1111,Meat Processing,77,Sulfur dioxide,13.93599781,Ararat,3377,-37.281461,142.918982,90
492108,534196,00019270,Bairnsdale Power Station,ALINTA DEBO PTY LTD,2611,Fossil Fuel Electricity Generation,20,Carbon monoxide,11832.01,Bairnsdale,3875,-37.845372,147.580938,91
492108,534196,00019270,Bairnsdale Power Station,ALINTA DEBO PTY LTD,2611,Fossil Fuel Electricity Generation,69,Oxides of Nitrogen,78261.85,Bairnsdale,3875,-37.845372,147.580938,92
492108,534196,00019270,Bairnsdale Power Station,ALINTA DEBO PTY LTD,2611,Fossil Fuel Electricity Generation,92,Particulate Matter  (PM2.5),4913.71,Bairnsdale,3875,-37.845372,147.580938,93
492108,534196,00019270,Bairnsdale Power Station,ALINTA DEBO PTY LTD,2611,Fossil Fuel Electricity Generation,70,Particulate Matter  (PM10),5095.71,Bairnsdale,3875,-37.845372,147.580938,94
492108,534196,00019270,Bairnsdale Power Station,ALINTA DEBO PTY LTD,2611,Fossil Fuel Electricity Generation,77,Sulfur dioxide,454.95,Bairnsdale,3875,-37.845372,147.580938,95
492108,534196,00019270,Bairnsdale Power Station,ALINTA DEBO PTY LTD,2611,Fossil Fuel Electricity Generation,85,Total Volatile Organic Compounds,1656.45,Bairnsdale,3875,-37.845372,147.580938,96
493864,525130,00004097,Alpine MDF Ltd,ALPINE MDF INDUSTRIES PTY LTD,1494,Reconstituted Wood Product Manufacturing,20,Carbon monoxide,35302.12001,Wangaratta,3677,-36.334349,146.372811,97
493864,525130,00004097,Alpine MDF Ltd,ALPINE MDF INDUSTRIES PTY LTD,1494,Reconstituted Wood Product Manufacturing,69,Oxides of Nitrogen,133678.2,Wangaratta,3677,-36.334349,146.372811,98
493864,525130,00004097,Alpine MDF Ltd,ALPINE MDF INDUSTRIES PTY LTD,1494,Reconstituted Wood Product Manufacturing,92,Particulate Matter  (PM2.5),8451.280003,Wangaratta,3677,-36.334349,146.372811,99
493864,525130,00004097,Alpine MDF Ltd,ALPINE MDF INDUSTRIES PTY LTD,1494,Reconstituted Wood Product Manufacturing,70,Particulate Matter  (PM10),24460.12,Wangaratta,3677,-36.334349,146.372811,100
493864,525130,00004097,Alpine MDF Ltd,ALPINE MDF INDUSTRIES PTY LTD,1494,Reconstituted Wood Product Manufacturing,77,Sulfur dioxide,9798.3328,Wangaratta,3677,-36.334349,146.372811,101
493864,525130,00004097,Alpine MDF Ltd,ALPINE MDF INDUSTRIES PTY LTD,1494,Reconstituted Wood Product Manufacturing,85,Total Volatile Organic Compounds,14719.12,Wangaratta,3677,-36.334349,146.372811,102
496880,529906,00004779,Footscray,ALSCO PTY LIMITED,9531,Laundry and Dry-Cleaning Services,20,Carbon monoxide,1265.420475,Footscray,3011,-37.814087,144.899557,103
496880,529906,00004779,Footscray,ALSCO PTY LIMITED,9531,Laundry and Dry-Cleaning Services,69,Oxides of Nitrogen,1502.699712,Footscray,3011,-37.814087,144.899557,104
496880,529906,00004779,Footscray,ALSCO PTY LIMITED,9531,Laundry and Dry-Cleaning Services,92,Particulate Matter  (PM2.5),111.2615527,Footscray,3011,-37.814087,144.899557,105
496880,529906,00004779,Footscray,ALSCO PTY LIMITED,9531,Laundry and Dry-Cleaning Services,70,Particulate Matter  (PM10),111.2890527,Footscray,3011,-37.814087,144.899557,106
496880,529906,00004779,Footscray,ALSCO PTY LIMITED,9531,Laundry and Dry-Cleaning Services,85,Total Volatile Organic Compounds,82.73910797,Footscray,3011,-37.814087,144.899557,107
495890,529010,00004698,Mulgrave,ALSCO PTY LIMITED,9531,Laundry and Dry-Cleaning Services,20,Carbon monoxide,874.0388502,Mulgrave,3170,-37.92283,145.15575,108
495890,529010,00004698,Mulgrave,ALSCO PTY LIMITED,9531,Laundry and Dry-Cleaning Services,69,Oxides of Nitrogen,1042.162863,Mulgrave,3170,-37.92283,145.15575,109
495890,529010,00004698,Mulgrave,ALSCO PTY LIMITED,9531,Laundry and Dry-Cleaning Services,92,Particulate Matter  (PM2.5),75.945492,Mulgrave,3170,-37.92283,145.15575,110
495890,529010,00004698,Mulgrave,ALSCO PTY LIMITED,9531,Laundry and Dry-Cleaning Services,70,Particulate Matter  (PM10),75.975192,Mulgrave,3170,-37.92283,145.15575,111
495890,529010,00004698,Mulgrave,ALSCO PTY LIMITED,9531,Laundry and Dry-Cleaning Services,77,Sulfur dioxide,11.41273945,Mulgrave,3170,-37.92283,145.15575,112
495890,529010,00004698,Mulgrave,ALSCO PTY LIMITED,9531,Laundry and Dry-Cleaning Services,85,Total Volatile Organic Compounds,57.83067758,Mulgrave,3170,-37.92283,145.15575,113
494676,524914,00004077,Amcor Flexibles Asia Pacific - Moorabbin,AMCOR FLEXIBLES (AUSTRALIA) PTY LTD,1611,Printing,20,Carbon monoxide,1826,Moorabbin,3189,-37.947072,145.060783,114
494676,524914,00004077,Amcor Flexibles Asia Pacific - Moorabbin,AMCOR FLEXIBLES (AUSTRALIA) PTY LTD,1611,Printing,69,Oxides of Nitrogen,2340,Moorabbin,3189,-37.947072,145.060783,115
494676,524914,00004077,Amcor Flexibles Asia Pacific - Moorabbin,AMCOR FLEXIBLES (AUSTRALIA) PTY LTD,1611,Printing,92,Particulate Matter  (PM2.5),41.51,Moorabbin,3189,-37.947072,145.060783,116
494676,524914,00004077,Amcor Flexibles Asia Pacific - Moorabbin,AMCOR FLEXIBLES (AUSTRALIA) PTY LTD,1611,Printing,70,Particulate Matter  (PM10),41.51,Moorabbin,3189,-37.947072,145.060783,117
494676,524914,00004077,Amcor Flexibles Asia Pacific - Moorabbin,AMCOR FLEXIBLES (AUSTRALIA) PTY LTD,1611,Printing,77,Sulfur dioxide,6.19,Moorabbin,3189,-37.947072,145.060783,118
494676,524914,00004077,Amcor Flexibles Asia Pacific - Moorabbin,AMCOR FLEXIBLES (AUSTRALIA) PTY LTD,1611,Printing,85,Total Volatile Organic Compounds,53646,Moorabbin,3189,-37.947072,145.060783,119
494622,524220,00004023,Amcor Flexibles Asia Pacific - Nunawading,AMCOR FLEXIBLES (AUSTRALIA) PTY LTD,1611,Printing,20,Carbon monoxide,2335,Mitcham,3132,-37.819277,145.184555,120
494622,524220,00004023,Amcor Flexibles Asia Pacific - Nunawading,AMCOR FLEXIBLES (AUSTRALIA) PTY LTD,1611,Printing,69,Oxides of Nitrogen,2800,Mitcham,3132,-37.819277,145.184555,121
494622,524220,00004023,Amcor Flexibles Asia Pacific - Nunawading,AMCOR FLEXIBLES (AUSTRALIA) PTY LTD,1611,Printing,92,Particulate Matter  (PM2.5),158.25,Mitcham,3132,-37.819277,145.184555,122
494622,524220,00004023,Amcor Flexibles Asia Pacific - Nunawading,AMCOR FLEXIBLES (AUSTRALIA) PTY LTD,1611,Printing,70,Particulate Matter  (PM10),158.25,Mitcham,3132,-37.819277,145.184555,123
494622,524220,00004023,Amcor Flexibles Asia Pacific - Nunawading,AMCOR FLEXIBLES (AUSTRALIA) PTY LTD,1611,Printing,77,Sulfur dioxide,23.59,Mitcham,3132,-37.819277,145.184555,124
494622,524220,00004023,Amcor Flexibles Asia Pacific - Nunawading,AMCOR FLEXIBLES (AUSTRALIA) PTY LTD,1611,Printing,85,Total Volatile Organic Compounds,79914,Mitcham,3132,-37.819277,145.184555,125
492828,526082,00004199,Amcor Flexibles Asia Pacific - Oakleigh,AMCOR FLEXIBLES (AUSTRALIA) PTY LTD,1611,Printing,20,Carbon monoxide,1395,Oakleigh,3166,-37.904393,145.096025,126
492828,526082,00004199,Amcor Flexibles Asia Pacific - Oakleigh,AMCOR FLEXIBLES (AUSTRALIA) PTY LTD,1611,Printing,69,Oxides of Nitrogen,1749,Oakleigh,3166,-37.904393,145.096025,127
492828,526082,00004199,Amcor Flexibles Asia Pacific - Oakleigh,AMCOR FLEXIBLES (AUSTRALIA) PTY LTD,1611,Printing,92,Particulate Matter  (PM2.5),66.75,Oakleigh,3166,-37.904393,145.096025,128
492828,526082,00004199,Amcor Flexibles Asia Pacific - Oakleigh,AMCOR FLEXIBLES (AUSTRALIA) PTY LTD,1611,Printing,70,Particulate Matter  (PM10),66.75,Oakleigh,3166,-37.904393,145.096025,129
492828,526082,00004199,Amcor Flexibles Asia Pacific - Oakleigh,AMCOR FLEXIBLES (AUSTRALIA) PTY LTD,1611,Printing,77,Sulfur dioxide,9.95,Oakleigh,3166,-37.904393,145.096025,130
492828,526082,00004199,Amcor Flexibles Asia Pacific - Oakleigh,AMCOR FLEXIBLES (AUSTRALIA) PTY LTD,1611,Printing,85,Total Volatile Organic Compounds,75851,Oakleigh,3166,-37.904393,145.096025,131
494698,525452,00004134,Amcor Flexibles Asia Pacific - Port Melbourne,AMCOR FLEXIBLES (AUSTRALIA) PTY LTD,1611,Printing,20,Carbon monoxide,1456,Port Melbourne,3207,-37.837341,144.915032,132
494698,525452,00004134,Amcor Flexibles Asia Pacific - Port Melbourne,AMCOR FLEXIBLES (AUSTRALIA) PTY LTD,1611,Printing,69,Oxides of Nitrogen,1797,Port Melbourne,3207,-37.837341,144.915032,133
494698,525452,00004134,Amcor Flexibles Asia Pacific - Port Melbourne,AMCOR FLEXIBLES (AUSTRALIA) PTY LTD,1611,Printing,92,Particulate Matter  (PM2.5),35,Port Melbourne,3207,-37.837341,144.915032,134
494698,525452,00004134,Amcor Flexibles Asia Pacific - Port Melbourne,AMCOR FLEXIBLES (AUSTRALIA) PTY LTD,1611,Printing,70,Particulate Matter  (PM10),35,Port Melbourne,3207,-37.837341,144.915032,135
494698,525452,00004134,Amcor Flexibles Asia Pacific - Port Melbourne,AMCOR FLEXIBLES (AUSTRALIA) PTY LTD,1611,Printing,77,Sulfur dioxide,5.24,Port Melbourne,3207,-37.837341,144.915032,136
